 -2583.10132      0.001528      0.00058 53047.928020904131699 -2587.071979095870574  3130.000000 w040212_220501.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 42.98 0.97 WBCORR_10CM 10CM_WBCORR
 -2583.10132      0.001232      0.00043 53047.928020904124423 -2587.071979095874212  3066.000000 w040212_220501.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 58.14 0.99 WBCORR_10CM 10CM_WBCORR
 -2583.10132      0.001230      0.00038 53047.928020904124423 -2587.071979095874212  3002.000000 w040212_220501.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 67.40 1.02 WBCORR_10CM 10CM_WBCORR
 -2583.10132      0.000930      0.00036 53047.928020904124423 -2587.071979095877396  2938.000000 w040212_220501.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 71.39 1.00 WBCORR_10CM 10CM_WBCORR
 -2583.10132      0.000865      0.00039 53047.928020904124423 -2587.071979095878305  2886.000000 w040212_220501.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 66.99 1.02 WBCORR_10CM 10CM_WBCORR
 -2547.04639     -0.001065      0.00182 53083.982967404997908 -2551.017032595004821  3278.000000 w040319_232002.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 14.86 1.00 WBCORR_10CM 10CM_WBCORR
 -2547.04639     -0.001349      0.00113 53083.982967404990632 -2551.017032595008459  3162.000000 w040319_232002.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 21.86 0.98 WBCORR_10CM 10CM_WBCORR
 -2547.04639      0.000815      0.00104 53083.982967405019735 -2551.017032594983448  3034.000000 w040319_232002.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 24.18 0.98 WBCORR_10CM 10CM_WBCORR
 -2547.04639      0.000963      0.00127 53083.982967405019735 -2551.017032594981629  2918.000000 w040319_232002.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 19.80 0.99 WBCORR_10CM 10CM_WBCORR
 -2543.98340     -0.000278      0.00179 53087.045753435893857 -2547.954246564105233  3310.000000 w040323_005000.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 14.67 0.98 WBCORR_10CM 10CM_WBCORR
